Corpus,Threat Model,Defense Model,Acc@1 ↓,Acc@5 ↓,True Class Conf ↓,Entropy ↑,BLEU ↑,METEOR ↑,PINC ↑,BERTScore ↑,SBERT ↑
EBG,LogReg,Claude-3.5,"0.341 [0.056, 0.648]","0.526 [0.211, 0.848]","0.276 [0.012, 0.574]","4.763 [4.666, 4.856]",,"0.375 [0.362, 0.388]","0.702 [0.690, 0.714]","0.762 [0.754, 0.770]","0.932 [0.928, 0.937]"
EBG,LogReg,Ministral,"0.126 [0.001, 0.492]","0.217 [0.006, 0.525]","0.150 [0.000, 0.489]","4.717 [4.620, 4.812]",,"0.212 [0.199, 0.225]","0.923 [0.913, 0.932]","0.507 [0.490, 0.525]","0.132 [0.108, 0.157]"
EBG,LogReg,Llama-3.1,"0.162 [0.001, 0.476]","0.230 [0.013, 0.542]","0.155 [0.002, 0.462]","4.687 [4.584, 4.787]",,"0.240 [0.225, 0.257]","0.915 [0.905, 0.925]","0.514 [0.499, 0.528]","0.132 [0.108, 0.158]"
EBG,LogReg,Gemma-2,"0.126 [0.001, 0.492]","0.230 [0.013, 0.542]","0.151 [0.002, 0.475]","4.671 [4.566, 4.769]",,"0.269 [0.247, 0.291]","0.887 [0.875, 0.900]","0.520 [0.504, 0.538]","0.152 [0.124, 0.181]"
EBG,LogReg,GPT-4o,"0.426 [0.138, 0.748]","0.663 [0.356, 0.949]","0.358 [0.072, 0.666]","4.755 [4.660, 4.847]",,"0.644 [0.628, 0.660]","0.460 [0.448, 0.472]","0.864 [0.856, 0.871]","0.959 [0.955, 0.963]"
EBG,SVM,Claude-3.5,"0.302 [0.042, 0.615]","0.541 [0.239, 0.873]","0.228 [0.011, 0.529]","4.763 [4.666, 4.856]",,"0.375 [0.362, 0.388]","0.702 [0.690, 0.714]","0.762 [0.754, 0.770]","0.932 [0.928, 0.937]"
EBG,SVM,Ministral,"0.126 [0.001, 0.492]","0.184 [0.005, 0.505]","0.152 [0.001, 0.465]","4.717 [4.620, 4.812]",,"0.212 [0.199, 0.225]","0.923 [0.913, 0.932]","0.507 [0.490, 0.525]","0.132 [0.108, 0.157]"
EBG,SVM,Llama-3.1,"0.126 [0.001, 0.492]","0.184 [0.005, 0.505]","0.159 [0.001, 0.490]","4.687 [4.584, 4.787]",,"0.240 [0.225, 0.257]","0.915 [0.905, 0.925]","0.514 [0.499, 0.528]","0.132 [0.108, 0.158]"
EBG,SVM,Gemma-2,"0.126 [0.001, 0.492]","0.184 [0.005, 0.505]","0.154 [0.001, 0.474]","4.671 [4.566, 4.769]",,"0.269 [0.247, 0.291]","0.887 [0.875, 0.900]","0.520 [0.504, 0.538]","0.152 [0.124, 0.181]"
EBG,SVM,GPT-4o,"0.541 [0.239, 0.873]","0.690 [0.377, 0.951]","0.273 [0.026, 0.568]","4.755 [4.660, 4.847]",,"0.644 [0.628, 0.660]","0.460 [0.448, 0.472]","0.864 [0.856, 0.871]","0.959 [0.955, 0.963]"
EBG,RoBERTa,Claude-3.5,"0.526 [0.211, 0.848]","0.663 [0.356, 0.949]","0.504 [0.199, 0.815]","4.763 [4.666, 4.856]",,"0.375 [0.362, 0.388]","0.702 [0.690, 0.714]","0.762 [0.754, 0.770]","0.932 [0.928, 0.937]"
EBG,RoBERTa,Ministral,"0.126 [0.001, 0.492]","0.230 [0.013, 0.542]","0.147 [0.001, 0.485]","4.717 [4.620, 4.812]",,"0.212 [0.199, 0.225]","0.923 [0.913, 0.932]","0.507 [0.490, 0.525]","0.132 [0.108, 0.157]"
EBG,RoBERTa,Llama-3.1,"0.126 [0.001, 0.492]","0.230 [0.013, 0.542]","0.134 [0.000, 0.435]","4.687 [4.584, 4.787]",,"0.240 [0.225, 0.257]","0.915 [0.905, 0.925]","0.514 [0.499, 0.528]","0.132 [0.108, 0.158]"
EBG,RoBERTa,Gemma-2,"0.126 [0.001, 0.492]","0.217 [0.006, 0.525]","0.147 [0.002, 0.503]","4.671 [4.566, 4.769]",,"0.269 [0.247, 0.291]","0.887 [0.875, 0.900]","0.520 [0.504, 0.538]","0.152 [0.124, 0.181]"
EBG,RoBERTa,GPT-4o,"0.567 [0.243, 0.886]","0.663 [0.356, 0.949]","0.536 [0.220, 0.849]","4.755 [4.660, 4.847]",,"0.644 [0.628, 0.660]","0.460 [0.448, 0.472]","0.864 [0.856, 0.871]","0.959 [0.955, 0.963]"
