Corpus,Threat Model,LLM,Metric,Higher is Better,Data Points,Mean Value,Slope,Slope HDI Lower,Slope HDI Upper,P(Improvement),Effect per 1000 words,Effect (500→2500),In ROPE,Conclusion
EBG,LOGREG,Gemma-2,accuracy@1,False,15,0.011851851851851853,0.012596620174877442,-1.5376209149165265,1.6319182770244722,0.492875,0.012596620174877442,0.025193240349754883,0.12475,Inconclusive
EBG,LOGREG,Gemma-2,accuracy@5,False,15,0.1111111111111111,-0.02253854350775641,-1.598886551369328,1.5798936348661168,0.508,-0.02253854350775641,-0.04507708701551282,0.11625,Inconclusive
EBG,LOGREG,Gemma-2,true_class_confidence,False,15,0.01442051832176594,-0.014958040030689469,-1.7045020364189363,1.617424527803807,0.49675,-0.014958040030689469,-0.029916080061378938,0.128375,Inconclusive
EBG,LOGREG,Gemma-2,entropy,True,15,0.7776831666108028,-0.006184908207608247,-1.5758811486972062,1.4937488912594143,0.49725,-0.033966607290468166,-0.06793321458093633,0.11025,Inconclusive
EBG,LOGREG,Gemma-2,bertscore,True,15,0.47996541460355124,0.04205808632660908,-1.5448110210339352,1.5914493456898227,0.511,0.04205808632660908,0.08411617265321816,0.13475,Inconclusive
EBG,LOGREG,Gemma-2,pinc,True,15,0.9331951258856336,0.011662445940437333,-1.5888735568451242,1.4923764842679943,0.505875,0.011662445940437333,0.023324891880874665,0.131875,Inconclusive
EBG,LOGREG,Llama-3.1,accuracy@1,False,15,0.029629629629629627,0.014840775572190898,-1.510585576888981,1.6348913095004063,0.502125,0.014840775572190898,0.029681551144381795,0.1265,Inconclusive
EBG,LOGREG,Llama-3.1,accuracy@5,False,15,0.10814814814814812,0.0016570709457079502,-1.3946973554874775,1.6299420157466362,0.502625,0.0016570709457079502,0.0033141418914159003,0.1175,Inconclusive
EBG,LOGREG,Llama-3.1,true_class_confidence,False,15,0.02813667404409797,0.007924509392182253,-1.5651644047824753,1.4741630384185058,0.499375,0.007924509392182253,0.015849018784364507,0.108375,Inconclusive
EBG,LOGREG,Llama-3.1,entropy,True,15,2.1677809426245793,0.014847588540617029,-1.4038909205009702,1.6030334225424632,0.503625,0.08154077509981662,0.16308155019963325,0.11825,Inconclusive
EBG,LOGREG,Llama-3.1,bertscore,True,15,0.49502960244814553,0.012424296286539196,-1.4967942490760806,1.66978836374596,0.499625,0.012424296286539196,0.024848592573078393,0.113,Inconclusive
EBG,LOGREG,Llama-3.1,pinc,True,15,0.9327564306390704,0.013748177586699021,-1.5298803192167603,1.64420954007485,0.502375,0.013748177586699021,0.027496355173398043,0.13,Inconclusive
EBG,LOGREG,Ministral,accuracy@1,False,15,0.014814814814814815,-0.005726656376743544,-1.4661748712703235,1.461117484123074,0.50225,-0.005726656376743544,-0.011453312753487087,0.12225,Inconclusive
EBG,LOGREG,Ministral,accuracy@5,False,15,0.09629629629629628,-0.006049558543339435,-1.41570006916308,1.6054457505226876,0.50325,-0.006049558543339435,-0.01209911708667887,0.119125,Inconclusive
EBG,LOGREG,Ministral,true_class_confidence,False,15,0.015220471378725434,0.01614540792757056,-1.4750510038308962,1.700595550409376,0.48725,0.01614540792757056,0.03229081585514112,0.125,Inconclusive
EBG,LOGREG,Ministral,entropy,True,15,2.20439691524348,-0.004670318198209909,-1.6057195354281284,1.5906469594715156,0.494,-0.025648701457683918,-0.051297402915367836,0.142625,Inconclusive
EBG,LOGREG,Ministral,bertscore,True,14,0.4897625148296356,-0.002397183666672361,-1.5634100856555737,1.545621269316948,0.50175,-0.002397183666672361,-0.004794367333344722,0.114875,Inconclusive
EBG,LOGREG,Ministral,pinc,True,15,0.9305872393765124,0.004766129109554091,-1.5822636720279357,1.5982176664206382,0.501375,0.004766129109554091,0.009532258219108181,0.121125,Inconclusive
EBG,LOGREG,Claude-3.5,accuracy@1,False,15,0.028148148148148144,-0.022703041111772206,-1.4127397380124658,1.4909938860952014,0.50675,-0.022703041111772206,-0.04540608222354441,0.112125,Inconclusive
EBG,LOGREG,Claude-3.5,accuracy@5,False,15,0.20296296296296296,-0.006241552462362145,-1.539241874541398,1.485459759706438,0.501375,-0.006241552462362145,-0.01248310492472429,0.11275,Inconclusive
EBG,LOGREG,Claude-3.5,true_class_confidence,False,15,0.032058538501261565,-0.006090712772177539,-1.614104352205162,1.6085961956756143,0.49675,-0.006090712772177539,-0.012181425544355078,0.12925,Inconclusive
EBG,LOGREG,Claude-3.5,entropy,True,15,0.6698393667340166,-0.006126756499821822,-1.4429941938256508,1.5313519953670542,0.497125,-0.03364724665400443,-0.06729449330800887,0.122125,Inconclusive
EBG,LOGREG,Claude-3.5,bertscore,True,15,0.6063540498415629,-0.00031269399427096543,-1.5045862831827608,1.4845834674807334,0.493625,-0.00031269399427096543,-0.0006253879885419309,0.103625,Inconclusive
EBG,LOGREG,Claude-3.5,pinc,True,15,0.8619055008208668,0.0034365605712990744,-1.6016951068655434,1.5664612694956226,0.50025,0.0034365605712990744,0.006873121142598149,0.127375,Inconclusive
EBG,LOGREG,Gpt-4O,accuracy@1,False,15,0.19555555555555554,0.005631512220502728,-1.671985744871035,1.459926371299669,0.49875,0.005631512220502728,0.011263024441005456,0.160125,Inconclusive
EBG,LOGREG,Gpt-4O,accuracy@5,False,15,0.4918518518518518,-0.01897512995366658,-1.502655307430084,1.5580206949885103,0.50625,-0.01897512995366658,-0.03795025990733316,0.140625,Inconclusive
EBG,LOGREG,Gpt-4O,true_class_confidence,False,15,0.16678378165128746,-0.003762262473570722,-1.5337799041933924,1.4440712780500453,0.49875,-0.003762262473570722,-0.007524524947141444,0.11725,Inconclusive
EBG,LOGREG,Gpt-4O,entropy,True,15,2.0642710443817838,-0.0010234380851659663,-1.4735411355673305,1.4581487778307853,0.501125,-0.005620571616920426,-0.011241143233840852,0.12375,Inconclusive
